item,meanprice,p_75,p_median,p_25,date
211014,6.2744255,8.5,6,4.1900001,01/12/2020
210808,8.542695,10.98,7,6,01/12/2020
210403,7.1783042,8.7799997,6.9899998,5.1799998,01/12/2020
211007,2.3559999,2.5999999,2.45,2.1500001,01/12/2020
210414,2.52,3,2.4450002,1.995,01/12/2020
210703,6.9672298,7.6949997,6.5700002,5.75,01/01/2021
211007,2.3298876,2.5999999,2.45,2,01/01/2021
210406,16.544876,18.950001,17.16,13.73,01/01/2021
210802,7.7991714,9.5,7.9899998,6.3899999,01/01/2021
210808,8.2979002,10.42,7,5.9699998,01/01/2021
210403,6.9695501,8.1300001,6.1350002,5.1799998,01/01/2021
211014,6.1001501,8.2749996,5.8800001,3.9549999,01/01/2021
210414,2.4932075,3,2.1950002,1.8,01/01/2021
210802,7.8113408,9.5799999,7.71,6.3899999,01/02/2021
210414,2.4712844,3,2,1.8,01/02/2021
210808,8.1725368,10,7,5.6300001,01/02/2021
210703,7.0338669,7.9899998,6.6700001,5.71,01/02/2021
211007,2.3391304,2.5999999,2.4250002,2,01/02/2021
211014,6.1245894,8.2700005,5.8800001,4.1900001,01/02/2021
210406,16.825186,19,17.620001,13.73,01/02/2021
210403,6.8012681,8,5.7800002,5.1799998,01/02/2021
210403,7.0602212,8.1999998,6.1350002,5.1799998,01/03/2021
211014,6.1229334,8,5.8800001,4.1900001,01/03/2021
210808,8.21,10.345,7,5.8099999,01/03/2021
210414,2.480171,3,2,1.8,01/03/2021
210703,7.0664515,8.2600002,6.6700001,5.5900002,01/03/2021
211007,2.3362637,2.5999999,2.4000001,2,01/03/2021
210406,16.745783,18.889999,17.4,13.93,01/03/2021
210802,7.8968964,9.7600002,8,6.4899998,01/03/2021
211007,2.3165517,2.5,2.1500001,2,01/04/2021
210414,2.3990834,3,2,1.8499999,01/04/2021
210808,8.3158798,10.42,7,5.8099999,01/04/2021
210406,16.698486,18.74,17.4,13.93,01/04/2021
210802,7.9241347,9.7600002,8,6.4449997,01/04/2021
211014,5.9450665,7.5,5.8299999,4.1900001,01/04/2021
210703,7.0676923,7.9899998,6.6700001,5.71,01/04/2021
210403,6.9985461,8.1999998,5.9899998,5.1799998,01/04/2021
210403,7.2503481,8.8900003,6.9899998,5.1799998,01/05/2021
210703,7.25562,8.8000002,6.6700001,5.71,01/05/2021
211007,2.3865218,2.5999999,2.45,2.1500001,01/05/2021
210414,2.4925773,3,2.49,2,01/05/2021
211014,6.2939897,8.3699999,5.9949999,4.4099998,01/05/2021
210808,8.4318504,10.51,7.3150001,6,01/05/2021
210802,8.0162191,9.7600002,8,6.4449997,01/05/2021
210406,16.748644,18.950001,17.4,13.93,01/05/2021
210703,6.9913068,8.3899994,6.6700001,4.7650003,01/06/2021
210406,16.733139,19.82,17.09,13.69,01/06/2021
210802,7.7259297,9.1999998,7.4899998,5.8499999,01/06/2021
210808,8.3261185,10.27,7.5,5.6300001,01/06/2021
211014,6.1372972,7.9899998,5.875,4.4099998,01/06/2021
211007,2.5149138,3.1500001,2.45,2,01/06/2021
210403,7.2344198,8.8900003,6.98,5.1799998,01/06/2021
210414,2.50125,3,2,1.99,01/06/2021
210808,8.1210728,9.8500004,7.5,5,01/07/2021
210703,6.9941487,8.3299999,6.6700001,5.1399999,01/07/2021
210802,7.6822367,8.9300003,7.3000002,6.105,01/07/2021
210406,16.522827,18.994999,15.77,13.69,01/07/2021
211007,2.5748413,3.1500001,2.5,2,01/07/2021
211014,6.1181369,8,5.7399998,3.96,01/07/2021
210414,2.4947286,3,2.1900001,1.99,01/07/2021
210403,7.0561266,8.4899998,6.5,5.1799998,01/07/2021
210808,8.1820145,9.9899998,7.4899998,5.6300001,01/08/2021
210703,7.3009176,8.5799999,6.9849997,4.9299998,01/08/2021
211007,2.5687597,3.1500001,2.5,2,01/08/2021
210414,2.5175385,3,2.5,1.99,01/08/2021
210403,7.1976514,8.835,6.8299999,5.1799998,01/08/2021
211014,6.0770259,7.75,5.8800001,4.3800001,01/08/2021
210802,7.6531644,8.9399996,7.27,6.1799998,01/08/2021
210406,16.585121,18.950001,15.77,13.69,01/08/2021
211007,2.5601563,3.1500001,2.5,2,01/09/2021
210406,16.761536,19,15.56,13.81,01/09/2021
210808,8.2567415,10.42,7.5,5.4899998,01/09/2021
210414,2.5703759,3,2.5,1.99,01/09/2021
210703,7.1623645,8.3299999,6.9899998,5.29,01/09/2021
210403,7.2648497,8.8000002,6.9899998,5.1999998,01/09/2021
210802,7.5645947,8.9499998,7,5.75,01/09/2021
211014,6.2321482,8.1300001,5.9349999,4.3000002,01/09/2021
210703,7.1802487,8.3299999,6.98,5.29,01/10/2021
210802,7.5081306,9,7,5.75,01/10/2021
210808,8.2273235,9.9899998,7.5,5.6300001,01/10/2021
210414,2.6134958,3,2.5,1.99,01/10/2021
210403,7.3179388,8.8900003,6.9899998,5.1999998,01/10/2021
211007,2.4397435,3.0999999,2.45,2,01/10/2021
211014,6.3070941,8.25,5.9899998,4.3800001,01/10/2021
210406,17.031244,19,16.25,13.93,01/10/2021
211007,2.406261,3.0999999,2.45,2,01/11/2021
210403,7.4545283,8.9899998,7,5.7800002,01/11/2021
210802,7.6451454,9.2299995,7.0799999,5.75,01/11/2021
210808,8.2727737,10.25,7.4949999,5.6300001,01/11/2021
210703,7.2213807,8.3299999,6.9949999,5.29,01/11/2021
211014,6.2116103,7.98,5.9899998,4.23,01/11/2021
210406,16.91218,18.99,16.08,13.93,01/11/2021
210414,2.425,3,2.5,1.99,01/11/2021
211007,2.4588525,3.1500001,2.45,2,01/12/2021
211014,6.2576046,8.25,5.8699999,3.96,01/12/2021
210403,7.4953642,8.9899998,7.0500002,5.7800002,01/12/2021
210808,8.3241396,10.42,7.5,5.6300001,01/12/2021
210414,2.6545455,3,2.5,2,01/12/2021
210703,7.1826029,8.3299999,7.0300002,5.29,01/12/2021
210802,7.6445613,9.2200003,7.02,5.9899998,01/12/2021
210406,16.812134,18.48,16.08,13.93,01/12/2021
210406,16.812124,18.030001,16,13.96,01/01/2022
211014,6.3114605,8.3299999,5.8699999,4.0700002,01/01/2022
210802,7.7179475,9.2200003,7.0500002,6.1700001,01/01/2022
211007,2.5379674,3.1500001,2.45,2,01/01/2022
210808,8.2631655,9.9899998,7.5,5.6300001,01/01/2022
210414,2.6083076,3,2.5,1.99,01/01/2022
210703,7.2184234,8.3299999,7.2199998,5.0799999,01/01/2022
210403,7.5374341,8.9899998,7.0500002,5.7800002,01/01/2022
211007,2.4882457,3.0999999,2.45,2,01/02/2022
210802,7.6868105,9.21,7.4000001,6.02,01/02/2022
210403,7.4464121,8.9499998,6.665,5.98,01/02/2022
210808,8.2024174,9.8000002,7.5,5.6300001,01/02/2022
210703,7.0108294,8.3299999,6.9899998,5.29,01/02/2022
211014,6.2968044,8.29,5.6799998,4.1500001,01/02/2022
210406,17.012096,18.790001,16.469999,14.32,01/02/2022
210414,2.6542187,3,2.5,2,01/02/2022
210808,8.1714697,9.54,7.6700001,5.6300001,01/03/2022
210414,2.6954348,3,2.7,2,01/03/2022
210703,7.0968719,8.3299999,7,4.9899998,01/03/2022
210406,17.287132,19.59,16.860001,14.91,01/03/2022
211007,2.4972382,3.0999999,2.1500001,2,01/03/2022
210802,7.7511253,9.2299995,7.0300002,6,01/03/2022
210403,7.5439177,8.9699993,7.0500002,5.98,01/03/2022
211014,6.3200369,8.2399998,5.79,4.0700002,01/03/2022
210406,17.305817,19.799999,16.700001,14.58,01/04/2022
211007,2.4936893,3.45,2.1500001,2,01/04/2022
210414,2.5794263,3,2.75,2,01/04/2022
210403,7.6182351,8.9899998,7,5.98,01/04/2022
210802,7.7430964,9.2299995,7.2800002,6,01/04/2022
211014,6.2917776,8.25,5.9749999,4.0700002,01/04/2022
210808,8.3196716,10.2,7.6700001,5.6300001,01/04/2022
210703,7.1746445,8.3299999,7.1399999,5.29,01/04/2022
210703,7.2973232,8.3299999,7.1399999,5.29,01/05/2022
210414,2.6347108,3,2.6500001,2.1900001,01/05/2022
211007,2.5384314,3.45,2.325,2,01/05/2022
210808,8.3869848,10.12,7.6700001,5.6300001,01/05/2022
210802,7.8498268,9.2299995,7.4000001,6.1700001,01/05/2022
210403,7.7088461,8.9899998,7.1599998,5.98,01/05/2022
210406,17.445456,18.99,16.860001,14.86,01/05/2022
211014,6.3839607,8,6.0999999,3.75,01/05/2022
211007,2.5489523,3.45,2.3499999,2,01/06/2022
210802,7.927783,9.25,7.6999998,6.5,01/06/2022
211014,6.7464705,8.75,6.5900002,4.4099998,01/06/2022
210414,2.6466401,3.2,2.5,2.2,01/06/2022
210403,7.8384171,9.2600002,7.3299999,5.7800002,01/06/2022
210808,8.9025183,10.99,8.29,5.8400002,01/06/2022
210703,7.5060301,8.5,7.1999998,5.3899999,01/06/2022
210406,17.906805,19.959999,17.450001,14.86,01/06/2022
210406,17.983021,19.82,17.58,15,01/07/2022
210403,7.8677273,8.9899998,7.4449997,5.7800002,01/07/2022
210802,7.8557458,9.3899994,7.5,5.8899999,01/07/2022
210703,7.6955557,8.8599997,7.6999998,5.3899999,01/07/2022
210808,9.0156984,10.99,8.3800001,6.1700001,01/07/2022
210414,2.7261403,3.2,2.6900001,2.29,01/07/2022
211007,2.5386112,3.2750001,2.3499999,2,01/07/2022
211014,6.6407752,8.75,6.0999999,4.3000002,01/07/2022
211007,2.6598001,3.45,2.5999999,2.3,01/08/2022
210703,7.7262201,8.8900003,7.6700001,5.6799998,01/08/2022
210808,9.0138845,10.99,8,6.1700001,01/08/2022
211014,6.8270454,8.7600002,6.0999999,4.4099998,01/08/2022
210802,7.9575567,9.5,7.5,5.8499999,01/08/2022
210403,8.0413914,9.3500004,7.5,5.8000002,01/08/2022
210414,2.7114615,3.2,2.6700001,2.25,01/08/2022
210406,18.242311,19.82,17.65,15.23,01/08/2022
211007,2.67646,3.45,2.5999999,2.3,01/09/2022
210403,8.1207066,9.2600002,7.9400001,5.8000002,01/09/2022
210802,8.0811062,9.5,7.75,6.6700001,01/09/2022
210406,18.308434,19.99,17.5,15.23,01/09/2022
210808,9.2567434,11.02,8.3500004,6.6700001,01/09/2022
210414,2.7760742,3.2,2.6900001,2.25,01/09/2022
210703,7.9466009,9.3999996,7.9899998,5.9200001,01/09/2022
211014,6.8146124,8.75,6.0999999,4.4099998,01/09/2022
210703,8.0912867,9.6700001,8.0100002,6.29,01/10/2022
210414,2.7380469,3.2,2.6500001,2.25,01/10/2022
210808,9.2555981,11.99,8.1000004,6.5,01/10/2022
211007,2.7191429,3.5,2.5999999,2.3,01/10/2022
210406,18.431274,19.99,18.02,15.35,01/10/2022
210802,8.1035089,9.9949999,7.8450003,6.02,01/10/2022
210403,8.15487,9.6300001,7.96,5.8000002,01/10/2022
211014,6.6816669,8.4499998,5.9749999,4.4099998,01/10/2022
,,,,,01/02/1988
,,,,,01/03/1988
,,,,,01/04/1988
,,,,,01/05/1988
,,,,,01/06/1988
,,,,,01/07/1988
,,,,,01/08/1988
,,,,,01/09/1988
,,,,,01/10/1988
,,,,,01/11/1988
,,,,,01/12/1988
,,,,,01/01/1989
,,,,,01/02/1989
,,,,,01/03/1989
,,,,,01/04/1989
,,,,,01/05/1989
,,,,,01/06/1989
,,,,,01/07/1989
,,,,,01/08/1989
,,,,,01/09/1989
,,,,,01/10/1989
,,,,,01/11/1989
,,,,,01/12/1989
,,,,,01/01/1990
,,,,,01/02/1990
,,,,,01/03/1990
,,,,,01/04/1990
,,,,,01/05/1990
,,,,,01/06/1990
,,,,,01/07/1990
,,,,,01/08/1990
,,,,,01/09/1990
,,,,,01/10/1990
,,,,,01/11/1990
,,,,,01/12/1990
,,,,,01/01/1991
,,,,,01/02/1991
,,,,,01/03/1991
,,,,,01/04/1991
,,,,,01/05/1991
,,,,,01/06/1991
,,,,,01/07/1991
,,,,,01/08/1991
,,,,,01/09/1991
,,,,,01/10/1991
,,,,,01/11/1991
,,,,,01/12/1991
,,,,,01/01/1992
,,,,,01/02/1992
,,,,,01/03/1992
,,,,,01/04/1992
,,,,,01/05/1992
,,,,,01/06/1992
,,,,,01/07/1992
,,,,,01/08/1992
,,,,,01/09/1992
,,,,,01/10/1992
,,,,,01/11/1992
,,,,,01/12/1992
,,,,,01/01/1993
,,,,,01/02/1993
,,,,,01/03/1993
,,,,,01/04/1993
,,,,,01/05/1993
,,,,,01/06/1993
,,,,,01/07/1993
,,,,,01/08/1993
,,,,,01/09/1993
,,,,,01/10/1993
,,,,,01/11/1993
,,,,,01/12/1993
,,,,,01/01/1994
,,,,,01/02/1994
,,,,,01/03/1994
,,,,,01/04/1994
,,,,,01/05/1994
,,,,,01/06/1994
,,,,,01/07/1994
,,,,,01/08/1994
,,,,,01/09/1994
,,,,,01/10/1994
,,,,,01/11/1994
,,,,,01/12/1994
,,,,,01/01/1995
,,,,,01/02/1995
,,,,,01/03/1995
,,,,,01/04/1995
,,,,,01/05/1995
,,,,,01/06/1995
,,,,,01/07/1995
,,,,,01/08/1995
,,,,,01/09/1995
,,,,,01/10/1995
,,,,,01/11/1995
,,,,,01/12/1995
,,,,,01/01/1996
,,,,,01/02/1996
,,,,,01/03/1996
,,,,,01/04/1996
,,,,,01/05/1996
,,,,,01/06/1996
,,,,,01/07/1996
,,,,,01/08/1996
,,,,,01/09/1996
,,,,,01/10/1996
,,,,,01/11/1996
,,,,,01/12/1996
,,,,,01/01/1997
,,,,,01/02/1997
,,,,,01/03/1997
,,,,,01/04/1997
,,,,,01/05/1997
,,,,,01/06/1997
,,,,,01/07/1997
,,,,,01/08/1997
,,,,,01/09/1997
,,,,,01/10/1997
,,,,,01/11/1997
,,,,,01/12/1997
,,,,,01/01/1998
,,,,,01/02/1998
,,,,,01/03/1998
,,,,,01/04/1998
,,,,,01/05/1998
,,,,,01/06/1998
,,,,,01/07/1998
,,,,,01/08/1998
,,,,,01/09/1998
,,,,,01/10/1998
,,,,,01/11/1998
,,,,,01/12/1998
,,,,,01/01/1999
,,,,,01/02/1999
,,,,,01/03/1999
,,,,,01/04/1999
,,,,,01/05/1999
,,,,,01/06/1999
,,,,,01/07/1999
,,,,,01/08/1999
,,,,,01/09/1999
,,,,,01/10/1999
,,,,,01/11/1999
,,,,,01/12/1999
,,,,,01/01/2000
,,,,,01/02/2000
,,,,,01/03/2000
,,,,,01/04/2000
,,,,,01/05/2000
,,,,,01/06/2000
,,,,,01/07/2000
,,,,,01/08/2000
,,,,,01/09/2000
,,,,,01/10/2000
,,,,,01/11/2000
,,,,,01/12/2000
,,,,,01/01/2001
,,,,,01/02/2001
,,,,,01/03/2001
,,,,,01/04/2001
,,,,,01/05/2001
,,,,,01/06/2001
,,,,,01/07/2001
,,,,,01/08/2001
,,,,,01/09/2001
,,,,,01/10/2001
,,,,,01/11/2001
,,,,,01/12/2001
