v1,v2,v6,v8,v9
Brazos County,Texas,"100,265",With health insurance coverage,
Brazos County,Texas,"12,027",With health insurance coverage,
Cameron County,Texas,"103,014",With health insurance coverage,"256,302"
Cameron County,Texas,"111,025",With health insurance coverage,
Cameron County,Texas,"42,263",With health insurance coverage,
Collin County,Texas,"186,472",With health insurance coverage,"637,617"
Collin County,Texas,"400,106",With health insurance coverage,
Collin County,Texas,"51,039",With health insurance coverage,
Comal County,Texas,"23,924",With health insurance coverage,"91,514"
Comal County,Texas,"53,892",With health insurance coverage,
Comal County,Texas,"13,698",With health insurance coverage,
Coryell County,Texas,"16,281",With health insurance coverage,"50,034"
Coryell County,Texas,"29,515",With health insurance coverage,
Coryell County,Texas,"4,238",With health insurance coverage,
Dallas County,Texas,"517,904",With health insurance coverage,"1,669,687"
Dallas County,Texas,"957,479",With health insurance coverage,
Dallas County,Texas,"194,304",With health insurance coverage,
Denton County,Texas,"158,608",With health insurance coverage,"528,381"
Denton County,Texas,"334,598",With health insurance coverage,
Denton County,Texas,"35,175",With health insurance coverage,
Ector County,Texas,"28,261",With health insurance coverage,"93,040"
Ector County,Texas,"51,350",With health insurance coverage,
Ector County,Texas,"13,429",With health insurance coverage,
Ellis County,Texas,"34,570",With health insurance coverage,"117,634"
Ellis County,Texas,"69,098",With health insurance coverage,
Ellis County,Texas,"13,966",With health insurance coverage,
El Paso County,Texas,"183,909",With health insurance coverage,"500,834"
El Paso County,Texas,"242,077",With health insurance coverage,
El Paso County,Texas,"74,848",With health insurance coverage,
Fort Bend County,Texas,"127,322",With health insurance coverage,"426,442"
Fort Bend County,Texas,"267,030",With health insurance coverage,
Fort Bend County,Texas,"32,090",With health insurance coverage,
Galveston County,Texas,"62,643",With health insurance coverage,"232,954"
Galveston County,Texas,"140,051",With health insurance coverage,
Galveston County,Texas,"30,260",With health insurance coverage,
Grayson County,Texas,"24,372",With health insurance coverage,"92,383"
Grayson County,Texas,"51,731",With health insurance coverage,
Grayson County,Texas,"16,280",With health insurance coverage,
Gregg County,Texas,"25,582",With health insurance coverage,"91,096"
Gregg County,Texas,"50,573",With health insurance coverage,
Gregg County,Texas,"14,941",With health insurance coverage,
Guadalupe County,Texas,"26,952",With health insurance coverage,"95,785"
Guadalupe County,Texas,"55,230",With health insurance coverage,
Guadalupe County,Texas,"13,603",With health insurance coverage,
Harris County,Texas,"929,170",With health insurance coverage,"2,918,228"
Harris County,Texas,"1,687,405",With health insurance coverage,
Harris County,Texas,"301,653",With health insurance coverage,
Hays County,Texas,"29,949",With health insurance coverage,"115,289"
Hays County,Texas,"74,397",With health insurance coverage,
Hays County,Texas,"10,943",With health insurance coverage,
Henderson County,Texas,"16,392",With health insurance coverage,"61,889"
Henderson County,Texas,"31,652",With health insurance coverage,
Henderson County,Texas,"13,845",With health insurance coverage,
Hidalgo County,Texas,"204,489",With health insurance coverage,"454,229"
Hidalgo County,Texas,"182,516",With health insurance coverage,
Hidalgo County,Texas,"67,224",With health insurance coverage,
Hunt County,Texas,"17,494",With health insurance coverage,"62,840"
Hunt County,Texas,"37,685",With health insurance coverage,
Hunt County,Texas,"7,661",With health insurance coverage,
Jefferson County,Texas,"50,333",With health insurance coverage,"182,171"
Jefferson County,Texas,"101,241",With health insurance coverage,
Jefferson County,Texas,"30,597",With health insurance coverage,
Johnson County,Texas,"32,583",With health insurance coverage,"114,554"
Johnson County,Texas,"65,884",With health insurance coverage,
Johnson County,Texas,"16,087",With health insurance coverage,
Kaufman County,Texas,"22,374",With health insurance coverage,"75,675"
Kaufman County,Texas,"45,162",With health insurance coverage,
Kaufman County,Texas,"8,139",With health insurance coverage,
Liberty County,Texas,"15,826",With health insurance coverage,"52,048"
Liberty County,Texas,"27,968",With health insurance coverage,
Liberty County,Texas,"8,254",With health insurance coverage,
Lubbock County,Texas,"59,876",With health insurance coverage,"218,592"
Lubbock County,Texas,"129,414",With health insurance coverage,
Lubbock County,Texas,"29,302",With health insurance coverage,
McLennan County,Texas,"48,336",With health insurance coverage,"180,043"
McLennan County,Texas,"105,033",With health insurance coverage,
McLennan County,Texas,"26,674",With health insurance coverage,
Midland County,Texas,"31,557",With health insurance coverage,"102,784"
Midland County,Texas,"56,959",With health insurance coverage,
Midland County,Texas,"14,268",With health insurance coverage,
Montgomery County,Texas,"102,066",With health insurance coverage,"344,892"
Montgomery County,Texas,"203,587",With health insurance coverage,
Montgomery County,Texas,"39,239",With health insurance coverage,
Nueces County,Texas,"75,088",With health insurance coverage,"246,793"
Nueces County,Texas,"135,642",With health insurance coverage,
Nueces County,Texas,"36,063",With health insurance coverage,
Orange County,Texas,"18,848",With health insurance coverage,"68,303"
Orange County,Texas,"37,972",With health insurance coverage,
Orange County,Texas,"11,483",With health insurance coverage,
Parker County,Texas,"24,065",With health insurance coverage,"87,763"
Parker County,Texas,"52,215",With health insurance coverage,
Parker County,Texas,"11,483",With health insurance coverage,
Potter County,Texas,"30,069",With health insurance coverage,"90,391"
Potter County,Texas,"47,638",With health insurance coverage,
Potter County,Texas,"12,684",With health insurance coverage,
Randall County,Texas,"24,663",With health insurance coverage,"94,545"
Randall County,Texas,"58,653",With health insurance coverage,
Randall County,Texas,"11,229",With health insurance coverage,
Rockwall County,Texas,"18,662",With health insurance coverage,"64,398"
Rockwall County,Texas,"39,226",With health insurance coverage,
Rockwall County,Texas,"6,510",With health insurance coverage,
San Patricio County,Texas,"18,120",With health insurance coverage,"56,047"
San Patricio County,Texas,"29,471",With health insurance coverage,
San Patricio County,Texas,"8,456",With health insurance coverage,
Smith County,Texas,"44,975",With health insurance coverage,"156,859"
Smith County,Texas,"84,110",With health insurance coverage,
Smith County,Texas,"27,774",With health insurance coverage,
Tarrant County,Texas,"418,881",With health insurance coverage,"1,368,057"
Tarrant County,Texas,"810,302",With health insurance coverage,
Tarrant County,Texas,"138,874",With health insurance coverage,
Taylor County,Texas,"29,547",With health insurance coverage,"98,902"
Taylor County,Texas,"54,034",With health insurance coverage,
Taylor County,Texas,"15,321",With health insurance coverage,
Tom Green County,Texas,"23,473",With health insurance coverage,"83,699"
Tom Green County,Texas,"46,182",With health insurance coverage,
Tom Green County,Texas,"14,044",With health insurance coverage,
Travis County,Texas,"206,369",With health insurance coverage,"774,040"
Travis County,Texas,"507,120",With health insurance coverage,
Travis County,Texas,"60,551",With health insurance coverage,
Victoria County,Texas,"19,723",With health insurance coverage,"67,707"
Victoria County,Texas,"37,255",With health insurance coverage,
Victoria County,Texas,"10,729",With health insurance coverage,
Webb County,Texas,"68,784",With health insurance coverage,"154,338"
Webb County,Texas,"67,101",With health insurance coverage,
Webb County,Texas,"18,453",With health insurance coverage,
Wichita County,Texas,"28,739",With health insurance coverage,"96,752"
Wichita County,Texas,"52,964",With health insurance coverage,
Wichita County,Texas,"15,049",With health insurance coverage,
Williamson County,Texas,"97,738",With health insurance coverage,"328,857"
Williamson County,Texas,"199,702",With health insurance coverage,
Williamson County,Texas,"31,417",With health insurance coverage,
Cache County,Utah,"31,693",With health insurance coverage,"96,548"
Cache County,Utah,"56,970",With health insurance coverage,
Cache County,Utah,"7,885",With health insurance coverage,
Davis County,Utah,"88,439",With health insurance coverage,"261,260"
Davis County,Utah,"150,669",With health insurance coverage,
Davis County,Utah,"22,152",With health insurance coverage,
Salt Lake County,Utah,"258,348",With health insurance coverage,"855,515"
Salt Lake County,Utah,"510,908",With health insurance coverage,
Salt Lake County,Utah,"86,259",With health insurance coverage,
Utah County,Utah,"159,444",With health insurance coverage,"443,246"
Utah County,Utah,"251,057",With health insurance coverage,
Utah County,Utah,"32,745",With health insurance coverage,
Washington County,Utah,"33,358",With health insurance coverage,"112,429"
Washington County,Utah,"53,904",With health insurance coverage,
Washington County,Utah,"25,167",With health insurance coverage,
Weber County,Utah,"60,584",With health insurance coverage,"190,553"
Weber County,Utah,"108,279",With health insurance coverage,
Weber County,Utah,"21,690",With health insurance coverage,
Chittenden County,Vermont,"31,824",With health insurance coverage,"142,913"
Chittenden County,Vermont,"95,686",With health insurance coverage,
Chittenden County,Vermont,"15,403",With health insurance coverage,
Albemarle County,Virginia,"18,076",With health insurance coverage,"83,543"
Albemarle County,Virginia,"54,052",With health insurance coverage,
Albemarle County,Virginia,"11,415",With health insurance coverage,
Arlington County,Virginia,"37,091",With health insurance coverage,"186,525"
Arlington County,Virginia,"130,085",With health insurance coverage,
Arlington County,Virginia,"19,349",With health insurance coverage,
Augusta County,Virginia,"13,133",With health insurance coverage,"60,586"
Augusta County,Virginia,"37,934",With health insurance coverage,
Augusta County,Virginia,"9,519",With health insurance coverage,
Bedford County,Virginia,"14,005",With health insurance coverage,"59,764"
Bedford County,Virginia,"36,798",With health insurance coverage,
Bedford County,Virginia,"8,961",With health insurance coverage,
Chesterfield County,Virginia,"72,806",With health insurance coverage,"273,027"
Chesterfield County,Virginia,"177,861",With health insurance coverage,
Chesterfield County,Virginia,"22,360",With health insurance coverage,
Fairfax County,Virginia,"228,759",With health insurance coverage,"890,787"
Fairfax County,Virginia,"566,243",With health insurance coverage,
Fairfax County,Virginia,"95,785",With health insurance coverage,
Fauquier County,Virginia,"15,301",With health insurance coverage,"57,880"
Fauquier County,Virginia,"34,899",With health insurance coverage,
Fauquier County,Virginia,"7,680",With health insurance coverage,
Frederick County,Virginia,"16,985",With health insurance coverage,"65,383"
Frederick County,Virginia,"40,034",With health insurance coverage,
Frederick County,Virginia,"8,364",With health insurance coverage,
Hanover County,Virginia,"22,504",With health insurance coverage,"93,663"
Hanover County,Virginia,"59,265",With health insurance coverage,
Hanover County,Virginia,"11,894",With health insurance coverage,
Henrico County,Virginia,"66,601",With health insurance coverage,"258,393"
Henrico County,Virginia,"158,545",With health insurance coverage,
Henrico County,Virginia,"33,247",With health insurance coverage,
Loudoun County,Virginia,"82,552",With health insurance coverage,"264,581"
Loudoun County,Virginia,"165,817",With health insurance coverage,
Loudoun County,Virginia,"16,212",With health insurance coverage,
Montgomery County,Virginia,"13,534",With health insurance coverage,"78,752"
Montgomery County,Virginia,"56,806",With health insurance coverage,
Montgomery County,Virginia,"8,412",With health insurance coverage,
Prince William County,Virginia,"95,436",With health insurance coverage,"308,030"
Prince William County,Virginia,"189,391",With health insurance coverage,
Prince William County,Virginia,"23,203",With health insurance coverage,
Roanoke County,Virginia,"18,542",With health insurance coverage,"84,379"
Roanoke County,Virginia,"51,812",With health insurance coverage,
Roanoke County,Virginia,"14,025",With health insurance coverage,
Rockingham County,Virginia,"13,231",With health insurance coverage,"62,742"
Rockingham County,Virginia,"39,499",With health insurance coverage,
Rockingham County,Virginia,"10,012",With health insurance coverage,
Spotsylvania County,Virginia,"30,189",With health insurance coverage,"104,513"
Spotsylvania County,Virginia,"66,261",With health insurance coverage,
Spotsylvania County,Virginia,"8,063",With health insurance coverage,
Stafford County,Virginia,"31,303",With health insurance coverage,"102,650"
Stafford County,Virginia,"63,882",With health insurance coverage,
Stafford County,Virginia,"7,465",With health insurance coverage,
Alexandria city,Virginia,"28,603",With health insurance coverage,"125,000"
Alexandria city,Virginia,"82,554",With health insurance coverage,
Alexandria city,Virginia,"13,843",With health insurance coverage,
Chesapeake city,Virginia,"53,903",With health insurance coverage,"188,509"
Chesapeake city,Virginia,"113,814",With health insurance coverage,
Chesapeake city,Virginia,"20,792",With health insurance coverage,
Hampton city,Virginia,"31,019",With health insurance coverage,"123,628"
Hampton city,Virginia,"75,768",With health insurance coverage,
Hampton city,Virginia,"16,841",With health insurance coverage,
Lynchburg city,Virginia,"13,644",With health insurance coverage,"63,084"
Lynchburg city,Virginia,"38,556",With health insurance coverage,
Lynchburg city,Virginia,"10,884",With health insurance coverage,
Newport News city,Virginia,"47,746",With health insurance coverage,"150,364"
Newport News city,Virginia,"84,130",With health insurance coverage,
Newport News city,Virginia,"18,488",With health insurance coverage,
Norfolk city,Virginia,"54,891",With health insurance coverage,"173,757"
Norfolk city,Virginia,"96,381",With health insurance coverage,
Norfolk city,Virginia,"22,485",With health insurance coverage,
Portsmouth city,Virginia,"24,235",With health insurance coverage,"83,616"
Portsmouth city,Virginia,"46,455",With health insurance coverage,
Portsmouth city,Virginia,"12,926",With health insurance coverage,
Richmond city,Virginia,"38,990",With health insurance coverage,"165,312"
Richmond city,Virginia,"97,724",With health insurance coverage,
Richmond city,Virginia,"28,598",With health insurance coverage,
Roanoke city,Virginia,"19,342",With health insurance coverage,"79,100"
Roanoke city,Virginia,"44,119",With health insurance coverage,
Roanoke city,Virginia,"15,639",With health insurance coverage,
Suffolk city,Virginia,"20,783",With health insurance coverage,"70,850"
Suffolk city,Virginia,"41,309",With health insurance coverage,
Suffolk city,Virginia,"8,758",With health insurance coverage,
Virginia Beach city,Virginia,"101,750",With health insurance coverage,"363,599"
Virginia Beach city,Virginia,"217,999",With health insurance coverage,
Virginia Beach city,Virginia,"43,850",With health insurance coverage,
Benton County,Washington,"40,319",With health insurance coverage,"142,767"
Benton County,Washington,"84,409",With health insurance coverage,
Benton County,Washington,"18,039",With health insurance coverage,
Chelan County,Washington,"16,691",With health insurance coverage,"57,909"
Chelan County,Washington,"29,608",With health insurance coverage,
Chelan County,Washington,"11,610",With health insurance coverage,
Clallam County,Washington,"12,295",With health insurance coverage,"58,594"
Clallam County,Washington,"30,037",With health insurance coverage,
Clallam County,Washington,"16,262",With health insurance coverage,
Clark County,Washington,"101,955",With health insurance coverage,"371,410"
Clark County,Washington,"223,515",With health insurance coverage,
Clark County,Washington,"45,940",With health insurance coverage,
Cowlitz County,Washington,"22,489",With health insurance coverage,"84,106"
Cowlitz County,Washington,"47,702",With health insurance coverage,
Cowlitz County,Washington,"13,915",With health insurance coverage,
Franklin County,Washington,"18,715",With health insurance coverage,"53,636"
Franklin County,Washington,"29,721",With health insurance coverage,
Franklin County,Washington,"5,200",With health insurance coverage,
Grant County,Washington,"22,880",With health insurance coverage,"67,156"
Grant County,Washington,"34,900",With health insurance coverage,
Grant County,Washington,"9,376",With health insurance coverage,
Grays Harbor County,Washington,"14,309",With health insurance coverage,"59,056"
Grays Harbor County,Washington,"33,489",With health insurance coverage,
Grays Harbor County,Washington,"11,258",With health insurance coverage,
Island County,Washington,"16,473",With health insurance coverage,"68,163"
Island County,Washington,"35,229",With health insurance coverage,
Island County,Washington,"16,461",With health insurance coverage,
King County,Washington,"379,969",With health insurance coverage,"1,670,014"
King County,Washington,"1,094,778",With health insurance coverage,
King County,Washington,"195,267",With health insurance coverage,
Kitsap County,Washington,"51,334",With health insurance coverage,"201,084"
Kitsap County,Washington,"120,768",With health insurance coverage,
Kitsap County,Washington,"28,982",With health insurance coverage,
Lewis County,Washington,"15,926",With health insurance coverage,"63,187"
Lewis County,Washington,"35,455",With health insurance coverage,
Lewis County,Washington,"11,806",With health insurance coverage,
Pierce County,Washington,"183,351",With health insurance coverage,"658,020"
Pierce County,Washington,"394,684",With health insurance coverage,
Pierce County,Washington,"79,985",With health insurance coverage,
Skagit County,Washington,"24,232",With health insurance coverage,"99,037"
Skagit County,Washington,"57,290",With health insurance coverage,
Skagit County,Washington,"17,515",With health insurance coverage,
Snohomish County,Washington,"156,907",With health insurance coverage,"591,200"
Snohomish County,Washington,"372,201",With health insurance coverage,
Snohomish County,Washington,"62,092",With health insurance coverage,
Spokane County,Washington,"103,147",With health insurance coverage,"401,290"
Spokane County,Washington,"240,435",With health insurance coverage,
Spokane County,Washington,"57,708",With health insurance coverage,
Thurston County,Washington,"49,295",With health insurance coverage,"213,193"
Thurston County,Washington,"133,975",With health insurance coverage,
Thurston County,Washington,"29,923",With health insurance coverage,
Whatcom County,Washington,"40,173",With health insurance coverage,"169,131"
Whatcom County,Washington,"104,760",With health insurance coverage,
Whatcom County,Washington,"24,198",With health insurance coverage,
Yakima County,Washington,"55,003",With health insurance coverage,"172,246"
Yakima County,Washington,"91,927",With health insurance coverage,
Yakima County,Washington,"25,316",With health insurance coverage,
Berkeley County,West Virginia,"24,071",With health insurance coverage,"85,885"
Berkeley County,West Virginia,"51,273",With health insurance coverage,
Berkeley County,West Virginia,"10,541",With health insurance coverage,
Cabell County,West Virginia,"19,267",With health insurance coverage,"81,318"
Cabell County,West Virginia,"46,969",With health insurance coverage,
Cabell County,West Virginia,"15,082",With health insurance coverage,
Harrison County,West Virginia,"14,165",With health insurance coverage,"56,592"
Harrison County,West Virginia,"31,801",With health insurance coverage,
Harrison County,West Virginia,"10,626",With health insurance coverage,
Kanawha County,West Virginia,"40,043",With health insurance coverage,"162,670"
Kanawha County,West Virginia,"91,746",With health insurance coverage,
Kanawha County,West Virginia,"30,881",With health insurance coverage,
Monongalia County,West Virginia,"15,529",With health insurance coverage,"75,340"
Monongalia County,West Virginia,"51,418",With health insurance coverage,
Monongalia County,West Virginia,"8,393",With health insurance coverage,
Raleigh County,West Virginia,"15,540",With health insurance coverage,"66,400"
Raleigh County,West Virginia,"37,965",With health insurance coverage,
Raleigh County,West Virginia,"12,895",With health insurance coverage,
Wood County,West Virginia,"17,858",With health insurance coverage,"75,012"
Wood County,West Virginia,"44,064",With health insurance coverage,
Wood County,West Virginia,"13,090",With health insurance coverage,
Brown County,Wisconsin,"58,692",With health insurance coverage,"220,325"
Brown County,Wisconsin,"135,425",With health insurance coverage,
Brown County,Wisconsin,"26,208",With health insurance coverage,
Dane County,Wisconsin,"103,796",With health insurance coverage,"444,470"
Dane County,Wisconsin,"295,334",With health insurance coverage,
Dane County,Wisconsin,"45,340",With health insurance coverage,
Dodge County,Wisconsin,"17,905",With health insurance coverage,"76,053"
Dodge County,Wisconsin,"47,100",With health insurance coverage,
Dodge County,Wisconsin,"11,048",With health insurance coverage,
Eau Claire County,Wisconsin,"19,556",With health insurance coverage,"87,765"
Eau Claire County,Wisconsin,"56,763",With health insurance coverage,
Eau Claire County,Wisconsin,"11,446",With health insurance coverage,
Fond du Lac County,Wisconsin,"21,955",With health insurance coverage,"93,401"
Fond du Lac County,Wisconsin,"57,631",With health insurance coverage,
Fond du Lac County,Wisconsin,"13,815",With health insurance coverage,
Jefferson County,Wisconsin,"17,939",With health insurance coverage,"73,921"
Jefferson County,Wisconsin,"46,124",With health insurance coverage,
Jefferson County,Wisconsin,"9,858",With health insurance coverage,
Kenosha County,Wisconsin,"40,628",With health insurance coverage,"146,081"
Kenosha County,Wisconsin,"87,898",With health insurance coverage,
Kenosha County,Wisconsin,"17,555",With health insurance coverage,
La Crosse County,Wisconsin,"23,791",With health insurance coverage,"105,354"
La Crosse County,Wisconsin,"67,702",With health insurance coverage,
La Crosse County,Wisconsin,"13,861",With health insurance coverage,
Manitowoc County,Wisconsin,"16,557",With health insurance coverage,"72,919"
Manitowoc County,Wisconsin,"44,410",With health insurance coverage,
Manitowoc County,Wisconsin,"11,952",With health insurance coverage,
Marathon County,Wisconsin,"29,551",With health insurance coverage,"119,545"
Marathon County,Wisconsin,"72,846",With health insurance coverage,
Marathon County,Wisconsin,"17,148",With health insurance coverage,
Milwaukee County,Wisconsin,"235,518",With health insurance coverage,"834,223"
Milwaukee County,Wisconsin,"493,464",With health insurance coverage,
Milwaukee County,Wisconsin,"105,241",With health insurance coverage,
Outagamie County,Wisconsin,"42,851",With health insurance coverage,"160,956"
Outagamie County,Wisconsin,"98,317",With health insurance coverage,
Outagamie County,Wisconsin,"19,788",With health insurance coverage,
Ozaukee County,Wisconsin,"18,216",With health insurance coverage,"80,048"
Ozaukee County,Wisconsin,"49,466",With health insurance coverage,
Ozaukee County,Wisconsin,"12,366",With health insurance coverage,
Portage County,Wisconsin,"13,692",With health insurance coverage,"62,524"
Portage County,Wisconsin,"41,852",With health insurance coverage,
Portage County,Wisconsin,"6,980",With health insurance coverage,
Racine County,Wisconsin,"46,628",With health insurance coverage,"174,701"
Racine County,Wisconsin,"104,122",With health insurance coverage,
Racine County,Wisconsin,"23,951",With health insurance coverage,
Rock County,Wisconsin,"36,960",With health insurance coverage,"142,880"
Rock County,Wisconsin,"86,247",With health insurance coverage,
Rock County,Wisconsin,"19,673",With health insurance coverage,
St. Croix County,Wisconsin,"19,914",With health insurance coverage,"75,650"
St. Croix County,Wisconsin,"48,432",With health insurance coverage,
St. Croix County,Wisconsin,"7,304",With health insurance coverage,
Sheboygan County,Wisconsin,"26,194",With health insurance coverage,"104,149"
Sheboygan County,Wisconsin,"62,850",With health insurance coverage,
Sheboygan County,Wisconsin,"15,105",With health insurance coverage,
Walworth County,Wisconsin,"22,025",With health insurance coverage,"90,497"
Walworth County,Wisconsin,"56,542",With health insurance coverage,
Walworth County,Wisconsin,"11,930",With health insurance coverage,
Washington County,Wisconsin,"29,314",With health insurance coverage,"120,470"
Washington County,Wisconsin,"75,142",With health insurance coverage,
Washington County,Wisconsin,"16,014",With health insurance coverage,
Waukesha County,Wisconsin,"84,664",With health insurance coverage,"357,071"
Waukesha County,Wisconsin,"222,963",With health insurance coverage,
Waukesha County,Wisconsin,"49,444",With health insurance coverage,
Winnebago County,Wisconsin,"33,948",With health insurance coverage,"142,003"
Winnebago County,Wisconsin,"88,766",With health insurance coverage,
Winnebago County,Wisconsin,"19,289",With health insurance coverage,
Wood County,Wisconsin,"15,210",With health insurance coverage,"67,541"
Wood County,Wisconsin,"39,932",With health insurance coverage,
Wood County,Wisconsin,"12,399",With health insurance coverage,
Laramie County,Wyoming,"20,773",With health insurance coverage,"74,344"
Laramie County,Wyoming,"43,604",With health insurance coverage,
Laramie County,Wyoming,"9,967",With health insurance coverage,
Natrona County,Wyoming,"16,586",With health insurance coverage,"62,172"
Natrona County,Wyoming,"36,829",With health insurance coverage,
Natrona County,Wyoming,"8,757",With health insurance coverage,
Aguadilla Municipio,Puerto Rico,"15,825",With health insurance coverage,"60,636"
Aguadilla Municipio,Puerto Rico,"35,254",With health insurance coverage,
Aguadilla Municipio,Puerto Rico,"9,557",With health insurance coverage,
Arecibo Municipio,Puerto Rico,"22,807",With health insurance coverage,"91,460"
Arecibo Municipio,Puerto Rico,"53,250",With health insurance coverage,
Arecibo Municipio,Puerto Rico,"15,403",With health insurance coverage,
Bayamón Municipio,Puerto Rico,"49,383",With health insurance coverage,"196,914"
Bayamón Municipio,Puerto Rico,"112,793",With health insurance coverage,
Bayamón Municipio,Puerto Rico,"34,738",With health insurance coverage,
Caguas Municipio,Puerto Rico,"32,658",With health insurance coverage,"131,445"
Caguas Municipio,Puerto Rico,"77,648",With health insurance coverage,
Caguas Municipio,Puerto Rico,"21,139",With health insurance coverage,
Carolina Municipio,Puerto Rico,"41,373",With health insurance coverage,"167,411"
Carolina Municipio,Puerto Rico,"97,530",With health insurance coverage,
Carolina Municipio,Puerto Rico,"28,508",With health insurance coverage,
Guaynabo Municipio,Puerto Rico,"22,297",With health insurance coverage,"95,956"
Guaynabo Municipio,Puerto Rico,"57,480",With health insurance coverage,
Guaynabo Municipio,Puerto Rico,"16,179",With health insurance coverage,
Mayagüez Municipio,Puerto Rico,"18,475",With health insurance coverage,"84,521"
Mayagüez Municipio,Puerto Rico,"49,990",With health insurance coverage,
Mayagüez Municipio,Puerto Rico,"16,056",With health insurance coverage,
Ponce Municipio,Puerto Rico,"42,684",With health insurance coverage,"162,649"
Ponce Municipio,Puerto Rico,"95,716",With health insurance coverage,
Ponce Municipio,Puerto Rico,"24,249",With health insurance coverage,
San Juan Municipio,Puerto Rico,"86,042",With health insurance coverage,"366,258"
San Juan Municipio,Puerto Rico,"213,753",With health insurance coverage,
San Juan Municipio,Puerto Rico,"66,463",With health insurance coverage,
Toa Alta Municipio,Puerto Rico,"22,296",With health insurance coverage,"75,717"
Toa Alta Municipio,Puerto Rico,"46,470",With health insurance coverage,
Toa Alta Municipio,Puerto Rico,"6,951",With health insurance coverage,
Toa Baja Municipio,Puerto Rico,"23,175",With health insurance coverage,"86,825"
Toa Baja Municipio,Puerto Rico,"52,200",With health insurance coverage,
Toa Baja Municipio,Puerto Rico,"11,450",With health insurance coverage,
Trujillo Alto Municipio,Puerto Rico,"20,983",With health insurance coverage,"80,127"
Trujillo Alto Municipio,Puerto Rico,"49,682",With health insurance coverage,
Trujillo Alto Municipio,Puerto Rico,"9,462",With health insurance coverage,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
